Year,Type,Original funding cluster,Original funding cluster description,Original part of funding cluster,2020 funding cluster,2020 funding cluster description,Broad field of education,Student enrolments: commencing students,Student enrolments: not commencing students,Award course completions,Study area name,FTE +1yr (%),Overall Empl. +1yr (%),Median starting salary +1yr ($),Part funding cluster,Unit description,Field of education code,Maximum student contribution amounts,Commonwealth contribution amounts
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Public Health not elsewhere classified,61399,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Rehabilitation Therapies,61700,"$9,359","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health","Mathematics, statistics, computing, built environment or other health",Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Health,,,,Health Services and Support,,,,"Computing, built environment or other health",Rehabilitation Therapies not elsewhere classified,61799,"$9,359","$10,630"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Audiology,61709,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Chiropractic and Osteopathy,61705,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Indigenous Health,61305,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Nutrition and Dietetics,69901,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Optical Science,609,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Paramedical Studies,69905,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Podiatry,61713,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Radiography,615,"$9,359","$13,073"
2019,Old,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Allied health,Funding cluster 5,"Clinical psychology, allied health, foreign languages, visual and performing arts",Health,,,,Health Services and Support,,,,Allied health,Speech Pathology,61707,"$9,359","$13,073"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,English,English Language,91501,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Archaeology,90307,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,History,90305,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Indigenous Studies,90311,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Language and Literature,91500,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Language and Literature not elsewhere classified,91599,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Linguistics,91521,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Literature,91523,"$6,566","$6,008"
2019,Old,Funding cluster 2,Humanities,Humanities,Funding cluster 2,Humanities,Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Humanities,Philosophy and Religious Studies,917,"$6,566","$6,008"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Anthropology,90303,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Gender Specific Studies,90313,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Human Geography,90309,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,"Librarianship, Information Management and Curatorial Studies",913,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Other Society and Culture,999,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Political Science and Policy Studies,901,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Sociology,90301,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Studies in Human Society,90300,"$6,566","$10,630"
2019,Old,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Behavioural science1 or social studies,Funding cluster 3,"Mathematics, statistics, behavioural science, social studies, computing, built environment, other health",Society and Culture,,,,"Humanities, Culture and Social Sciences",,,,Behavioural science or social studies,Studies in Human Society not elsewhere classified,90399,"$6,566","$10,630"
